timestamp,time,temperature,irradiance,voltage,current,power
1662645603,2022-09-08 07:00:03,17.38,8.75,3.08,0.02,0.05
1662645662,2022-09-08 07:01:02,17.31,8.75,3.09,0.02,0.05
1662645723,2022-09-08 07:02:02,17.31,9.38,3.23,0.02,0.06
1662645783,2022-09-08 07:03:02,17.25,10.0,3.24,0.02,0.06
1662645842,2022-09-08 07:04:02,17.25,10.63,3.64,0.02,0.07
1662645902,2022-09-08 07:05:02,17.31,10.63,3.27,0.02,0.07
1662645963,2022-09-08 07:06:02,17.31,11.25,3.9,0.02,0.08
1662646023,2022-09-08 07:07:02,17.38,11.88,3.46,0.02,0.07
1662646083,2022-09-08 07:08:02,17.38,11.88,3.62,0.02,0.08
1662646142,2022-09-08 07:09:02,17.44,12.5,4.26,0.02,0.1
1662646202,2022-09-08 07:10:02,17.44,13.13,5.06,0.02,0.12
1662646263,2022-09-08 07:11:02,17.5,13.13,5.31,0.02,0.13
1662646323,2022-09-08 07:12:02,17.56,13.75,6.41,0.02,0.16
1662646383,2022-09-08 07:13:03,17.62,14.38,6.56,0.03,0.17
1662646442,2022-09-08 07:14:02,17.69,14.38,7.9,0.03,0.21
1662646503,2022-09-08 07:15:02,17.69,15.0,9.11,0.03,0.25
1662646563,2022-09-08 07:16:02,17.75,15.0,9.36,0.03,0.26
1662646623,2022-09-08 07:17:02,17.75,15.63,10.14,0.03,0.28
1662646682,2022-09-08 07:18:02,17.81,16.25,10.34,0.03,0.29
1662646742,2022-09-08 07:19:02,17.81,16.88,11.04,0.03,0.32
1662646803,2022-09-08 07:20:02,17.94,16.88,11.88,0.03,0.34
1662646863,2022-09-08 07:21:02,17.94,17.5,12.4,0.03,0.35
1662646923,2022-09-08 07:22:03,18.0,18.13,6.6,0.03,0.21
1662646982,2022-09-08 07:23:02,18.06,18.13,12.29,0.03,0.36
1662647043,2022-09-08 07:24:02,18.06,18.75,11.39,0.03,0.36
1662647103,2022-09-08 07:25:02,18.12,19.38,7.06,0.03,0.24
1662647163,2022-09-08 07:26:03,18.19,20.0,14.42,0.02,0.33
1662647222,2022-09-08 07:27:02,18.25,20.63,12.1,0.03,0.41
1662647283,2022-09-08 07:28:02,18.31,20.63,6.81,0.04,0.25
1662647343,2022-09-08 07:29:02,18.31,21.25,7.35,0.04,0.27
1662647403,2022-09-08 07:30:03,18.38,21.25,13.76,0.03,0.43
1662647462,2022-09-08 07:31:02,18.44,21.88,14.85,0.03,0.41
1662647523,2022-09-08 07:32:02,18.5,22.5,7.96,0.04,0.32
1662647583,2022-09-08 07:33:02,18.56,28.13,16.38,0.03,0.44
1662647643,2022-09-08 07:34:02,18.69,43.75,17.1,0.03,0.45
1662647702,2022-09-08 07:35:02,18.81,74.38,17.77,0.03,0.45
1662647763,2022-09-08 07:36:02,18.94,97.5,12.69,0.1,1.26
1662647823,2022-09-08 07:37:02,19.19,102.5,12.74,0.12,1.51
1662647883,2022-09-08 07:38:02,19.38,105.0,13.0,0.13,1.66
1662647942,2022-09-08 07:39:02,19.62,108.13,15.7,0.12,1.83
1662648003,2022-09-08 07:40:02,19.81,110.63,13.15,0.14,1.82
1662648063,2022-09-08 07:41:02,20.06,113.13,16.68,0.11,1.86
1662648123,2022-09-08 07:42:03,20.31,116.88,13.14,0.15,1.95
1662648182,2022-09-08 07:43:02,20.56,120.0,14.72,0.15,2.13
1662648243,2022-09-08 07:44:02,20.81,122.5,14.98,0.15,2.21
1662648303,2022-09-08 07:45:03,21.0,125.63,14.2,0.16,2.25
1662648362,2022-09-08 07:46:02,21.25,122.5,13.45,0.17,2.23
1662648423,2022-09-08 07:47:02,21.44,88.13,15.52,0.13,1.98
1662648483,2022-09-08 07:48:02,21.69,46.88,16.76,0.05,0.85
1662648543,2022-09-08 07:49:03,21.81,37.5,14.98,0.05,0.61
1662648602,2022-09-08 07:50:02,21.88,32.5,16.18,0.03,0.44
1662648663,2022-09-08 07:51:02,21.88,33.75,14.51,0.05,0.61
1662648723,2022-09-08 07:52:02,21.88,35.0,13.48,0.05,0.69
1662648783,2022-09-08 07:53:03,21.81,40.63,16.43,0.03,0.45
1662648842,2022-09-08 07:54:02,21.81,55.63,11.46,0.07,0.83
1662648903,2022-09-08 07:55:02,21.81,50.0,15.93,0.06,1.01
1662648963,2022-09-08 07:56:02,21.81,38.75,14.61,0.06,0.94
1662649022,2022-09-08 07:57:02,21.81,43.75,17.18,0.03,0.45
1662649082,2022-09-08 07:58:02,21.81,53.13,17.26,0.03,0.44
1662649143,2022-09-08 07:59:02,21.81,54.38,17.01,0.03,0.58
1662649203,2022-09-08 08:00:02,21.81,45.0,16.75,0.03,0.59
1662649262,2022-09-08 08:01:02,21.81,37.5,11.58,0.06,0.74
1662649323,2022-09-08 08:02:02,21.81,41.88,16.8,0.02,0.52
1662649383,2022-09-08 08:03:02,21.81,54.38,16.98,0.03,0.45
1662649443,2022-09-08 08:04:03,21.81,71.88,17.58,0.02,0.44
1662649502,2022-09-08 08:05:02,21.88,61.88,12.86,0.09,1.11
1662649563,2022-09-08 08:06:02,21.94,51.88,14.09,0.08,1.17
1662649623,2022-09-08 08:07:02,21.94,40.63,12.85,0.07,0.92
1662649683,2022-09-08 08:08:03,22.0,41.25,17.0,0.03,0.46
1662649742,2022-09-08 08:09:02,22.0,41.25,11.09,0.07,0.78
1662649803,2022-09-08 08:10:02,22.0,45.0,11.3,0.07,0.82
1662649863,2022-09-08 08:11:02,22.06,48.75,17.41,0.03,0.44
1662649923,2022-09-08 08:12:03,22.12,55.0,15.89,0.06,0.95
1662649982,2022-09-08 08:13:02,22.19,47.5,16.8,0.04,0.72
1662650043,2022-09-08 08:14:02,22.25,61.88,11.56,0.07,0.86
1662650103,2022-09-08 08:15:02,22.31,101.25,16.3,0.08,1.25
1662650163,2022-09-08 08:16:03,22.44,135.0,17.8,0.12,2.21
1662650222,2022-09-08 08:17:02,22.69,201.26,14.88,0.23,3.36
1662650283,2022-09-08 08:18:02,23.06,233.13,16.78,0.3,4.99
1662650343,2022-09-08 08:19:02,23.56,236.88,13.31,0.36,4.81
1662650403,2022-09-08 08:20:03,24.06,240.63,13.67,0.37,5.03
1662650462,2022-09-08 08:21:02,24.5,244.38,15.78,0.36,5.48
1662650523,2022-09-08 08:22:02,25.06,248.76,16.3,0.35,5.73
1662650583,2022-09-08 08:23:02,25.56,251.88,14.8,0.38,5.63
1662650643,2022-09-08 08:24:02,26.06,255.63,14.17,0.39,5.57
1662650702,2022-09-08 08:25:02,26.62,258.76,15.85,0.38,6.0
1662650762,2022-09-08 08:26:02,27.06,263.13,13.71,0.41,5.61
1662650823,2022-09-08 08:27:02,27.56,266.26,14.61,0.41,5.96
1662650883,2022-09-08 08:28:02,28.06,270.01,13.78,0.42,5.81
1662650942,2022-09-08 08:29:02,28.5,273.76,16.96,0.37,6.35
1662651002,2022-09-08 08:30:02,28.94,277.51,17.14,0.37,6.39
1662651063,2022-09-08 08:31:02,29.38,281.88,14.81,0.43,6.4
1662651123,2022-09-08 08:32:02,29.75,284.38,17.2,0.38,6.57
1662651182,2022-09-08 08:33:02,30.06,288.76,15.02,0.44,6.64
