timestamp,time,temperature,irradiance,voltage,current,power
1665756002,2022-10-14 07:00:02,13.69,0.0,5.57,-0.0,0.0
1665756062,2022-10-14 07:01:02,13.69,0.0,6.08,-0.0,0.0
1665756123,2022-10-14 07:02:02,13.69,0.0,6.57,-0.0,0.0
1665756183,2022-10-14 07:03:02,13.69,0.0,7.02,-0.0,0.0
1665756242,2022-10-14 07:04:02,13.69,0.0,7.42,-0.0,0.0
1665756303,2022-10-14 07:05:02,13.69,0.0,7.8,-0.0,0.0
1665756363,2022-10-14 07:06:02,13.69,0.0,8.14,-0.0,0.0
1665756423,2022-10-14 07:07:02,13.69,0.0,8.47,0.0,0.0
1665756482,2022-10-14 07:08:02,13.62,0.0,8.78,-0.0,0.0
1665756543,2022-10-14 07:09:02,13.62,0.0,9.07,-0.0,0.0
1665756603,2022-10-14 07:10:02,13.62,0.0,9.36,-0.0,0.0
1665756663,2022-10-14 07:11:02,13.62,-0.63,9.63,-0.0,0.0
1665756722,2022-10-14 07:12:02,13.62,0.0,9.88,-0.0,0.0
1665756782,2022-10-14 07:13:02,13.62,0.0,10.12,-0.0,0.0
1665756843,2022-10-14 07:14:02,13.62,0.0,10.32,-0.0,0.0
1665756903,2022-10-14 07:15:02,13.62,0.0,10.52,-0.0,0.0
1665756963,2022-10-14 07:16:02,13.62,0.0,10.71,-0.0,0.0
1665757022,2022-10-14 07:17:02,13.62,-0.63,10.89,-0.0,0.0
1665757083,2022-10-14 07:18:02,13.62,0.0,11.07,0.0,0.0
1665757143,2022-10-14 07:19:02,13.62,0.0,11.24,-0.0,0.0
1665757203,2022-10-14 07:20:03,13.62,0.0,11.42,-0.0,0.0
1665757262,2022-10-14 07:21:02,13.62,0.0,11.61,-0.0,0.0
1665757322,2022-10-14 07:22:02,13.62,0.0,11.76,0.0,0.0
1665757383,2022-10-14 07:23:02,13.62,0.63,11.92,-0.0,0.0
1665757443,2022-10-14 07:24:02,13.62,0.63,12.08,0.0,0.0
1665757503,2022-10-14 07:25:02,13.69,0.63,12.23,-0.0,0.0
1665757563,2022-10-14 07:26:02,13.69,0.63,12.38,-0.0,0.0
1665757622,2022-10-14 07:27:02,13.62,0.63,12.52,0.0,0.0
1665757682,2022-10-14 07:28:02,13.62,0.63,12.64,0.0,0.0
1665757743,2022-10-14 07:29:02,13.69,0.63,12.78,0.0,0.0
1665757803,2022-10-14 07:30:02,13.69,1.25,12.91,0.0,0.0
1665757862,2022-10-14 07:31:02,13.75,1.25,13.02,0.0,0.0
1665757922,2022-10-14 07:32:02,13.75,1.88,13.06,0.0,0.0
1665757983,2022-10-14 07:33:02,13.75,1.88,13.08,0.0,0.01
1665758043,2022-10-14 07:34:02,13.75,2.5,13.1,0.0,0.01
1665758103,2022-10-14 07:35:03,13.75,2.5,13.1,0.0,0.02
1665758162,2022-10-14 07:36:02,13.75,2.5,13.11,0.0,0.02
1665758223,2022-10-14 07:37:02,13.75,2.5,13.11,0.0,0.03
1665758283,2022-10-14 07:38:02,13.75,2.5,13.12,0.0,0.03
1665758343,2022-10-14 07:39:02,13.75,2.5,13.12,0.0,0.03
1665758403,2022-10-14 07:40:03,13.75,3.13,13.13,0.0,0.04
1665758462,2022-10-14 07:41:02,13.75,3.75,13.13,0.0,0.05
