timestamp,time,temperature,irradiance,voltage,current,power,temperature smoothed,irradiance smoothed,voltage smoothed,current smoothed,power smoothed,IAM factor,pvwatts power,computed power
1671202803,2022-12-16 07:00:02,-2.56,0.0,11.26,0.0,0.0,-2.58,-0.21,11.61,0.0,0.0,0.0,-0.0,-0.0
1671202862,2022-12-16 07:01:02,-2.56,-0.63,11.62,0.0,0.0,-2.59,-0.16,11.77,0.0,0.0,0.0,-0.0,-0.0
1671202923,2022-12-16 07:02:02,-2.62,0.0,11.95,0.0,0.0,-2.6,-0.13,11.92,0.0,0.0,0.0,-0.0,-0.0
1671202982,2022-12-16 07:03:02,-2.62,0.0,12.24,0.0,0.0,-2.62,-0.13,12.22,0.0,0.0,0.0,-0.0,-0.0
1671203043,2022-12-16 07:04:02,-2.62,0.0,12.52,-0.0,0.0,-2.65,0.0,12.5,0.0,0.0,0.0,0.0,0.0
1671203102,2022-12-16 07:05:02,-2.69,0.0,12.78,0.0,0.0,-2.66,0.13,12.74,0.0,0.0,0.0,0.0,0.0
1671203163,2022-12-16 07:06:03,-2.69,0.0,13.03,0.0,0.0,-2.66,0.25,12.93,0.0,0.0,0.0,0.0,0.0
1671203223,2022-12-16 07:07:02,-2.69,0.63,13.114999999999998,0.0,0.005,-2.66,0.5,13.07,0.0,0.01,0.0,0.0,0.0
1671203283,2022-12-16 07:08:03,-2.62,0.63,13.2,0.0,0.01,-2.65,0.75,13.16,0.0,0.01,0.0,0.0,0.0
1671203343,2022-12-16 07:09:02,-2.62,1.25,13.215,0.0,0.015,-2.62,1.0,13.2,0.0,0.02,0.0,0.0,0.0
1671203403,2022-12-16 07:10:03,-2.62,1.25,13.23,0.0,0.02,-2.6,1.13,13.22,0.0,0.02,0.0,0.0,0.0
1671203463,2022-12-16 07:11:02,-2.56,1.25,13.235,0.0,0.025,-2.58,1.38,13.23,0.0,0.03,0.0,0.0,0.0
1671203523,2022-12-16 07:12:03,-2.56,1.25,13.24,0.0,0.03,-2.56,1.63,13.24,0.0,0.03,0.0,0.0,0.0
1671203583,2022-12-16 07:13:02,-2.56,1.88,13.25,0.0,0.04,-2.54,1.88,13.25,0.0,0.04,0.0,0.0,0.0
1671203642,2022-12-16 07:14:02,-2.5,2.5,13.26,0.0,0.05,-2.51,2.25,13.25,0.0,0.05,0.0,0.0,0.0
1671203703,2022-12-16 07:15:02,-2.5,2.5,13.26,0.0,0.05,-2.49,2.63,13.26,0.0,0.05,0.0,0.0,0.0
1671203762,2022-12-16 07:16:02,-2.44,3.13,13.26,0.0,0.06,-2.45,3.0,13.26,0.0,0.06,0.0,0.0,0.0
1671203823,2022-12-16 07:17:02,-2.44,3.13,13.27,0.0,0.07,-2.43,3.25,13.27,0.0,0.07,0.0,0.0,0.0
1671203882,2022-12-16 07:18:02,-2.38,3.75,13.27,0.01,0.08,-2.4,3.63,13.27,0.01,0.08,0.011040587424070308,0.0,0.0
1671203943,2022-12-16 07:19:02,-2.38,3.75,13.28,0.01,0.09,-2.39,4.0,13.28,0.01,0.09,0.026004763341985388,0.0,0.0
