timestamp,time,temperature,irradiance,voltage,current,power
1667833203,2022-11-07 07:00:03,7.0,6.88,13.04,0.01,0.15
1667833262,2022-11-07 07:01:02,6.94,6.25,13.04,0.01,0.16
1667833323,2022-11-07 07:02:02,6.94,6.88,13.05,0.01,0.17
1667833383,2022-11-07 07:03:02,6.94,7.5,13.05,0.01,0.18
1667833443,2022-11-07 07:04:03,6.88,8.75,13.06,0.01,0.2
1667833502,2022-11-07 07:05:02,6.88,10.0,13.06,0.02,0.23
1667833563,2022-11-07 07:06:02,6.88,10.63,13.06,0.02,0.24
1667833623,2022-11-07 07:07:02,6.88,11.88,13.07,0.02,0.26
1667833683,2022-11-07 07:08:03,6.88,14.38,13.08,0.02,0.31
1667833742,2022-11-07 07:09:02,6.88,17.5,13.11,0.03,0.35
1667833803,2022-11-07 07:10:02,6.88,18.13,13.14,0.03,0.38
1667833863,2022-11-07 07:11:02,6.88,18.75,13.14,0.03,0.39
1667833922,2022-11-07 07:12:02,6.88,19.38,13.21,0.03,0.4
1667833982,2022-11-07 07:13:02,6.88,20.0,13.53,0.03,0.42
1667834043,2022-11-07 07:14:02,6.94,22.5,14.72,0.03,0.44
1667834103,2022-11-07 07:15:03,7.0,50.0,17.4,0.03,0.44
1667834162,2022-11-07 07:16:02,7.06,135.0,19.17,0.03,0.64
1667834223,2022-11-07 07:17:02,7.19,159.38,18.12,0.09,1.58
1667834283,2022-11-07 07:18:02,7.31,148.13,19.6,0.04,0.74
1667834342,2022-11-07 07:19:02,7.56,128.13,17.76,0.11,1.96
1667834402,2022-11-07 07:20:02,7.81,119.38,20.0,0.02,0.4
1667834463,2022-11-07 07:21:02,8.0,121.25,15.73,0.14,2.22
1667834523,2022-11-07 07:22:02,8.25,127.5,14.94,0.15,2.24
1667834583,2022-11-07 07:23:02,8.44,141.25,16.12,0.17,2.68
1667834642,2022-11-07 07:24:02,8.69,126.88,15.76,0.15,2.43
1667834702,2022-11-07 07:25:02,8.81,81.25,19.16,0.04,0.6
1667834763,2022-11-07 07:26:02,8.88,67.5,15.3,0.08,1.25
1667834823,2022-11-07 07:27:02,8.88,85.0,15.66,0.09,1.47
1667834883,2022-11-07 07:28:02,8.88,185.63,17.39,0.18,3.17
1667834942,2022-11-07 07:29:02,9.06,171.88,17.3,0.19,3.3
1667835002,2022-11-07 07:30:02,9.19,134.38,18.88,0.13,2.39
1667835063,2022-11-07 07:31:02,9.31,175.01,15.52,0.21,3.31
1667835123,2022-11-07 07:32:02,9.5,225.01,17.2,0.22,3.76
1667835183,2022-11-07 07:33:03,9.69,232.51,18.46,0.19,3.56
1667835242,2022-11-07 07:34:02,9.94,234.38,16.27,0.24,3.89
1667835303,2022-11-07 07:35:02,10.12,241.26,18.17,0.21,3.88
1667835363,2022-11-07 07:36:02,10.25,246.26,15.92,0.26,4.1
1667835423,2022-11-07 07:37:03,10.56,250.63,15.96,0.24,3.89
1667835482,2022-11-07 07:38:02,10.75,241.26,16.34,0.21,3.43
1667835542,2022-11-07 07:39:02,10.88,220.01,16.29,0.22,3.56
1667835603,2022-11-07 07:40:02,11.0,226.88,16.62,0.26,4.38
1667835663,2022-11-07 07:41:02,11.12,261.88,15.84,0.29,4.56
1667835722,2022-11-07 07:42:02,11.31,266.88,16.16,0.29,4.67
1667835782,2022-11-07 07:43:02,11.5,269.38,16.8,0.29,4.8
1667835843,2022-11-07 07:44:02,11.69,271.26,16.45,0.29,4.83
1667835903,2022-11-07 07:45:02,11.88,275.63,18.65,0.25,4.5
1667835962,2022-11-07 07:46:02,12.12,279.38,16.96,0.3,5.05
1667836022,2022-11-07 07:47:02,12.25,281.26,15.61,0.32,4.93
