timestamp,time,temperature,irradiance,voltage,current,power
1669647602,2022-11-28 07:00:02,2.38,2.5,13.25,0.0,0.03
1669647663,2022-11-28 07:01:02,2.31,2.5,13.25,0.0,0.04
1669647722,2022-11-28 07:02:02,2.31,3.13,13.26,0.0,0.05
1669647783,2022-11-28 07:03:02,2.31,3.75,13.26,0.0,0.06
1669647842,2022-11-28 07:04:02,2.31,4.38,13.27,0.01,0.07
1669647903,2022-11-28 07:05:02,2.31,5.0,13.28,0.01,0.09
1669647962,2022-11-28 07:06:02,2.31,5.0,13.28,0.01,0.1
1669648023,2022-11-28 07:07:02,2.31,6.25,13.29,0.01,0.11
1669648082,2022-11-28 07:08:02,2.31,6.88,13.29,0.01,0.13
1669648143,2022-11-28 07:09:02,2.31,7.5,13.3,0.01,0.14
1669648202,2022-11-28 07:10:02,2.38,8.13,13.3,0.01,0.16
1669648263,2022-11-28 07:11:02,2.38,9.38,13.3,0.01,0.17
1669648322,2022-11-28 07:12:02,2.38,10.0,13.31,0.01,0.19
1669648383,2022-11-28 07:13:02,2.44,11.25,13.31,0.02,0.21
1669648442,2022-11-28 07:14:02,2.44,11.88,13.32,0.02,0.23
1669648503,2022-11-28 07:15:02,2.5,12.5,13.32,0.02,0.25
1669648562,2022-11-28 07:16:02,2.5,13.75,13.33,0.02,0.27
1669648623,2022-11-28 07:17:02,2.5,15.63,13.34,0.02,0.29
1669648682,2022-11-28 07:18:02,2.5,15.63,13.34,0.02,0.31
1669648743,2022-11-28 07:19:02,2.56,16.25,13.34,0.02,0.32
1669648802,2022-11-28 07:20:02,2.56,16.88,13.35,0.03,0.34
1669648863,2022-11-28 07:21:02,2.62,18.13,13.36,0.03,0.35
1669648922,2022-11-28 07:22:02,2.62,18.75,13.37,0.03,0.37
1669648983,2022-11-28 07:23:02,2.69,20.0,13.39,0.03,0.39
1669649043,2022-11-28 07:24:03,2.75,20.63,13.39,0.03,0.4
1669649103,2022-11-28 07:25:02,2.81,21.88,13.65,0.03,0.43
1669649163,2022-11-28 07:26:03,2.94,23.75,15.02,0.03,0.44
1669649223,2022-11-28 07:27:02,3.0,24.38,15.4,0.03,0.44
1669649283,2022-11-28 07:28:03,3.12,25.0,15.52,0.03,0.45
1669649343,2022-11-28 07:29:02,3.19,25.63,15.69,0.03,0.44
1669649403,2022-11-28 07:30:03,3.25,25.63,15.72,0.03,0.44
1669649463,2022-11-28 07:31:02,3.31,25.63,15.75,0.03,0.44
1669649523,2022-11-28 07:32:03,3.38,25.63,15.81,0.03,0.45
1669649583,2022-11-28 07:33:02,3.44,26.88,15.9,0.03,0.45
1669649643,2022-11-28 07:34:03,3.5,27.5,16.06,0.03,0.45
1669649703,2022-11-28 07:35:02,3.56,27.5,16.08,0.03,0.45
1669649763,2022-11-28 07:36:03,3.56,27.5,16.29,0.03,0.44
1669649823,2022-11-28 07:37:02,3.62,26.88,16.22,0.03,0.44
1669649883,2022-11-28 07:38:03,3.62,26.88,16.24,0.03,0.44
1669649943,2022-11-28 07:39:02,3.69,26.88,16.16,0.03,0.44
1669650003,2022-11-28 07:40:03,3.69,28.13,16.18,0.03,0.44
1669650063,2022-11-28 07:41:02,3.75,28.75,16.34,0.03,0.45
1669650123,2022-11-28 07:42:03,3.75,29.38,16.5,0.03,0.45
1669650182,2022-11-28 07:43:02,3.81,29.38,16.44,0.03,0.44
1669650243,2022-11-28 07:44:02,3.81,29.38,16.35,0.03,0.44
1669650302,2022-11-28 07:45:02,3.81,29.38,16.39,0.03,0.44
1669650363,2022-11-28 07:46:02,3.81,30.0,16.8,0.03,0.44
1669650422,2022-11-28 07:47:02,3.88,31.25,17.09,0.03,0.44
1669650483,2022-11-28 07:48:02,3.88,36.88,17.52,0.03,0.45
1669650542,2022-11-28 07:49:02,3.94,45.0,17.76,0.03,0.45
1669650603,2022-11-28 07:50:02,4.0,44.38,17.57,0.03,0.45
1669650662,2022-11-28 07:51:02,4.06,54.38,18.19,0.02,0.44
1669650723,2022-11-28 07:52:02,4.12,51.25,18.12,0.02,0.44
1669650782,2022-11-28 07:53:02,4.12,50.63,18.0,0.02,0.45
1669650843,2022-11-28 07:54:02,4.12,48.13,17.76,0.03,0.45
1669650902,2022-11-28 07:55:02,4.38,43.75,17.79,0.03,0.45
1669650963,2022-11-28 07:56:02,4.44,40.63,17.68,0.03,0.45
1669651023,2022-11-28 07:57:03,4.5,38.75,17.66,0.03,0.45
1669651083,2022-11-28 07:58:02,4.62,37.5,17.63,0.03,0.45
1669651143,2022-11-28 07:59:03,4.62,39.38,17.87,0.02,0.44
1669651203,2022-11-28 08:00:02,4.75,39.38,17.93,0.02,0.45
1669651263,2022-11-28 08:01:03,4.81,41.25,18.27,0.02,0.45
1669651323,2022-11-28 08:02:02,4.94,46.88,15.82,0.07,1.08
1669651383,2022-11-28 08:03:03,5.06,53.13,15.2,0.07,1.1
1669651443,2022-11-28 08:04:02,5.12,57.5,15.5,0.07,1.03
1669651503,2022-11-28 08:05:03,5.25,51.25,15.49,0.07,1.07
1669651563,2022-11-28 08:06:02,5.31,61.88,15.8,0.07,1.12
1669651623,2022-11-28 08:07:03,5.44,66.88,16.69,0.06,1.04
1669651683,2022-11-28 08:08:02,5.56,61.25,16.63,0.06,1.0
1669651743,2022-11-28 08:09:03,5.69,54.38,15.49,0.06,0.86
1669651803,2022-11-28 08:10:02,5.69,48.13,15.4,0.05,0.79
1669651863,2022-11-28 08:11:03,5.75,40.0,15.39,0.05,0.74
1669651923,2022-11-28 08:12:02,5.75,41.25,15.52,0.05,0.76
1669651983,2022-11-28 08:13:03,5.75,35.63,16.25,0.04,0.62
1669652043,2022-11-28 08:14:02,5.81,40.63,15.6,0.05,0.79
1669652103,2022-11-28 08:15:02,5.94,46.88,15.43,0.06,0.93
1669652162,2022-11-28 08:16:02,6.0,49.38,15.48,0.06,0.92
1669652223,2022-11-28 08:17:02,6.0,50.63,15.9,0.06,0.94
1669652282,2022-11-28 08:18:02,6.06,50.0,15.7,0.06,1.02
1669652343,2022-11-28 08:19:02,6.12,58.75,15.18,0.09,1.3
1669652402,2022-11-28 08:20:02,6.25,66.88,15.1,0.09,1.43
1669652463,2022-11-28 08:21:02,6.38,73.13,17.09,0.09,1.54
1669652523,2022-11-28 08:22:02,6.44,92.5,16.16,0.14,2.18
1669652582,2022-11-28 08:23:02,6.62,132.5,16.17,0.15,2.51
1669652643,2022-11-28 08:24:02,6.81,167.51,16.27,0.18,2.89
1669652702,2022-11-28 08:25:02,7.12,187.51,18.46,0.16,2.92
1669652763,2022-11-28 08:26:02,7.44,198.13,15.94,0.21,3.27
1669652822,2022-11-28 08:27:02,7.81,174.38,16.19,0.19,3.15
1669652883,2022-11-28 08:28:02,8.12,190.63,17.55,0.21,3.62
1669652943,2022-11-28 08:29:03,8.56,170.01,18.38,0.24,4.48
1669653003,2022-11-28 08:30:02,9.0,185.63,16.96,0.3,5.07
1669653063,2022-11-28 08:31:03,9.5,223.13,15.8,0.33,5.24
1669653122,2022-11-28 08:32:02,10.06,293.76,16.27,0.41,6.72
1669653183,2022-11-28 08:33:02,10.75,306.26,19.07,0.35,6.43
1669653242,2022-11-28 08:34:02,11.5,309.38,19.5,0.3,5.92
1669653303,2022-11-28 08:35:02,12.25,316.26,16.44,0.43,7.09
1669653363,2022-11-28 08:36:02,12.81,320.01,17.03,0.43,7.29
1669653422,2022-11-28 08:37:02,13.31,318.13,16.5,0.43,7.17
1669653483,2022-11-28 08:38:02,13.94,322.51,16.5,0.44,7.28
1669653542,2022-11-28 08:39:02,14.38,302.51,17.2,0.4,6.87
1669653603,2022-11-28 08:40:02,14.94,317.51,15.26,0.45,6.83
1669653662,2022-11-28 08:41:02,15.44,323.13,16.89,0.43,7.37
1669653723,2022-11-28 08:42:02,16.06,323.13,16.33,0.45,7.2
1669653783,2022-11-28 08:43:03,16.69,325.63,16.53,0.45,7.39
1669653843,2022-11-28 08:44:02,17.25,321.26,19.45,0.29,5.62
1669653903,2022-11-28 08:45:03,17.75,323.13,18.16,0.4,7.15
1669653963,2022-11-28 08:46:02,18.12,327.51,15.9,0.46,7.29
1669654023,2022-11-28 08:47:03,18.44,324.38,16.58,0.45,7.38
1669654083,2022-11-28 08:48:02,18.5,335.64,18.19,0.41,7.45
1669654142,2022-11-28 08:49:02,18.62,350.64,16.8,0.48,8.07
1669654203,2022-11-28 08:50:02,18.94,358.14,17.67,0.47,8.25
1669654262,2022-11-28 08:51:02,19.06,365.64,17.16,0.49,8.48
1669654323,2022-11-28 08:52:02,19.5,371.89,17.55,0.49,8.6
1669654382,2022-11-28 08:53:02,20.06,373.14,17.87,0.48,8.57
1669654443,2022-11-28 08:54:02,20.62,374.39,19.41,0.34,6.62
1669654503,2022-11-28 08:55:03,21.19,376.26,15.4,0.54,8.36
1669654562,2022-11-28 08:56:02,21.56,378.76,16.36,0.53,8.71
1669654623,2022-11-28 08:57:02,21.75,384.39,16.51,0.54,8.9
1669654682,2022-11-28 08:58:02,22.19,388.76,16.52,0.55,9.01
1669654743,2022-11-28 08:59:02,22.5,392.51,16.56,0.55,9.12
1669654803,2022-11-28 09:00:02,22.5,395.64,16.63,0.55,9.18
1669654862,2022-11-28 09:01:02,22.75,396.89,16.32,0.56,9.22
1669654923,2022-11-28 09:02:02,22.94,398.76,16.24,0.57,9.19
1669654982,2022-11-28 09:03:02,23.25,396.26,17.85,0.51,9.11
1669655043,2022-11-28 09:04:02,23.5,388.76,19.39,0.33,6.47
1669655102,2022-11-28 09:05:02,23.5,393.76,17.36,0.53,9.19
1669655163,2022-11-28 09:06:02,23.56,403.76,17.46,0.54,9.42
1669655222,2022-11-28 09:07:02,23.75,406.89,14.86,0.6,8.88
1669655283,2022-11-28 09:08:02,24.0,415.01,16.84,0.58,9.72
1669655342,2022-11-28 09:09:02,24.25,420.64,16.9,0.58,9.84
1669655403,2022-11-28 09:10:03,24.0,419.39,17.03,0.58,9.86
1669655463,2022-11-28 09:11:02,24.0,420.64,17.0,0.58,9.9
1669655523,2022-11-28 09:12:03,24.12,428.76,16.89,0.6,10.09
1669655583,2022-11-28 09:13:02,24.25,434.39,17.0,0.6,10.28
1669655643,2022-11-28 09:14:03,24.62,437.51,19.6,0.33,6.56
1669655702,2022-11-28 09:15:02,25.0,433.76,16.5,0.62,10.15
1669655763,2022-11-28 09:16:02,25.31,421.26,16.84,0.59,9.87
1669655822,2022-11-28 09:17:02,25.56,431.89,16.92,0.59,10.07
1669655883,2022-11-28 09:18:02,25.62,457.51,17.08,0.62,10.66
1669655942,2022-11-28 09:19:02,25.81,426.26,17.05,0.57,9.88
1669656003,2022-11-28 09:20:02,26.12,427.51,16.88,0.58,9.86
1669656063,2022-11-28 09:21:03,26.19,423.14,16.86,0.58,9.82
1669656123,2022-11-28 09:22:02,26.25,428.76,15.87,0.62,9.82
1669656183,2022-11-28 09:23:02,25.69,365.64,16.45,0.52,8.58
1669656242,2022-11-28 09:24:02,25.56,425.01,19.62,0.31,6.07
1669656303,2022-11-28 09:25:02,25.75,451.89,16.6,0.65,10.72
1669656362,2022-11-28 09:26:02,26.31,490.01,15.98,0.71,11.31
1669656423,2022-11-28 09:27:02,26.81,491.26,17.62,0.65,11.39
1669656483,2022-11-28 09:28:03,27.06,480.64,16.46,0.68,11.17
