timestamp,time,temperature,irradiance,voltage,current,power,temperature smoothed,irradiance smoothed,voltage smoothed,current smoothed,power smoothed,IAM factor,pvwatts power,computed power
1669906802,2022-12-01 07:00:02,8.38,0.0,9.34,-0.0,0.0,8.38,0.0,9.71,0.0,0.0,0.0,0.0,0.0
1669906863,2022-12-01 07:01:02,8.38,0.0,9.59,-0.0,0.0,8.38,0.0,9.83,0.0,0.0,0.0,0.0,0.0
1669906922,2022-12-01 07:02:02,8.38,0.0,10.2,0.0,0.0,8.38,0.0,9.92,0.0,0.0,0.0,0.0,0.0
1669906983,2022-12-01 07:03:02,8.38,0.0,10.2,0.0,0.0,8.37,0.0,10.12,0.0,0.0,0.0,0.0,0.0
1669907042,2022-12-01 07:04:02,8.38,0.0,10.29,0.0,0.0,8.35,0.0,10.26,0.0,0.0,0.0,0.0,0.0
1669907103,2022-12-01 07:05:02,8.31,0.0,10.3,0.0,0.0,8.34,0.0,10.28,0.0,0.0,0.0,0.0,0.0
1669907162,2022-12-01 07:06:02,8.31,0.0,10.3,0.0,0.0,8.32,0.0,10.3,0.0,0.0,0.01233179278151957,0.0,0.0
1669907223,2022-12-01 07:07:02,8.31,0.0,10.31,0.0,0.0,8.31,-0.13,10.31,0.0,0.0,0.0275577192032064,-0.0,-0.0
1669907282,2022-12-01 07:08:02,8.31,0.0,10.32,0.0,0.0,8.31,-0.25,10.32,0.0,0.0,0.042638994584273136,-0.0,-0.0
1669907343,2022-12-01 07:09:02,8.31,-0.63,10.34,0.0,0.0,8.3,-0.38,10.33,0.0,0.0,0.057587476589874634,-0.0,-0.0
1669907402,2022-12-01 07:10:02,8.31,-0.63,10.34,0.0,0.005,8.29,-0.5,10.34,0.0,0.0,0.0724057427170479,-0.0,-0.0
1669907463,2022-12-01 07:11:03,8.25,-0.63,10.34,0.0,0.01,8.27,-0.5,10.34,0.0,0.0,0.08733420407071647,-0.0,-0.0
1669907523,2022-12-01 07:12:02,8.25,-0.63,10.34,0.0,0.005,8.26,-0.38,10.34,0.0,0.0,0.10163566604895707,-0.0,-0.0
1669907583,2022-12-01 07:13:03,8.25,0.0,10.34,0.0,0.0,8.25,-0.25,10.34,0.0,0.0,0.1162714976270753,-0.0,-0.0
1669907643,2022-12-01 07:14:02,8.25,0.0,10.33,0.0,0.0,8.25,-0.13,10.34,0.0,0.0,0.13027361792216982,-0.0,-0.0
1669907703,2022-12-01 07:15:02,8.25,0.0,10.34,0.0,0.0,8.25,0.0,10.34,0.0,0.0,0.1443496678717023,0.0,0.0
1669907762,2022-12-01 07:16:02,8.25,0.0,10.34,0.0,0.0,8.26,0.0,10.34,0.0,0.0,0.15825330310760827,0.0,0.0
1669907823,2022-12-01 07:17:02,8.25,0.0,10.34,0.0,0.0,8.27,0.0,10.34,0.0,0.0,0.17197768138930658,0.0,0.0
1669907883,2022-12-01 07:18:03,8.31,0.0,10.34,0.0,0.0,8.29,0.0,10.34,0.0,0.0,0.18574096842908655,0.0,0.0
1669907942,2022-12-01 07:19:02,8.31,0.0,10.34,0.0,0.0,8.31,-0.13,10.34,0.0,0.0,0.19886608551207421,-0.0,-0.0
1669908003,2022-12-01 07:20:02,8.31,0.0,10.34,0.0,0.0,8.34,-0.13,10.35,0.0,0.0,0.2120212283118865,-0.0,-0.0
1669908063,2022-12-01 07:21:03,8.38,-0.63,10.35,0.0,0.01,8.35,-0.13,10.35,0.0,0.01,0.22519354451972246,-0.0,-0.0
1669908122,2022-12-01 07:22:02,8.38,0.0,10.36,0.0,0.01,8.37,-0.13,10.35,0.0,0.01,0.23773792423802706,-0.0,-0.0
1669908183,2022-12-01 07:23:02,8.38,0.0,10.35,0.0,0.01,8.38,-0.13,10.36,0.0,0.01,0.25029568834389315,-0.0,-0.0
1669908242,2022-12-01 07:24:02,8.38,0.0,10.36,0.0,0.01,8.39,0.0,10.36,0.0,0.01,0.26265168751322593,0.0,0.0
1669908303,2022-12-01 07:25:02,8.38,0.0,10.36,0.0,0.01,8.4,0.0,10.36,0.0,0.01,0.27480563673599145,0.0,0.0
1669908362,2022-12-01 07:26:02,8.44,0.0,10.37,0.0,0.01,8.42,0.0,10.37,0.0,0.01,0.28675776943273834,0.0,0.0
1669908423,2022-12-01 07:27:02,8.44,0.0,10.37,0.0,0.01,8.44,0.0,10.37,0.0,0.01,0.29850873973846337,0.0,0.0
1669908482,2022-12-01 07:28:02,8.44,0.0,10.38,0.0,0.01,8.46,0.0,10.38,0.0,0.01,0.31005961068566507,0.0,0.0
1669908543,2022-12-01 07:29:02,8.5,0.0,10.38,0.0,0.01,8.48,0.13,10.38,0.0,0.01,0.3214117683915481,0.0,0.0
1669908603,2022-12-01 07:30:03,8.5,0.0,10.38,0.0,0.01,8.49,0.25,10.38,0.0,0.02,0.33275114097106023,0.0,0.0
1669908663,2022-12-01 07:31:02,8.5,0.63,10.38,0.0,0.02,8.5,0.38,10.39,0.0,0.02,0.3435268623126531,0.0,0.0
1669908723,2022-12-01 07:32:02,8.5,0.63,10.39,0.0,0.025,8.49,0.5,10.39,0.0,0.02,0.35429382210553123,0.01,0.0
1669908782,2022-12-01 07:33:02,8.5,0.63,10.4,0.0,0.03,8.48,0.75,10.4,0.0,0.03,0.3648700452570496,0.01,0.01
1669908843,2022-12-01 07:34:02,8.44,0.63,10.4,0.0,0.03,8.46,0.88,10.41,0.0,0.03,0.37525795672870155,0.01,0.01
1669908903,2022-12-01 07:35:02,8.44,1.25,10.42,0.0,0.04,8.45,1.13,10.41,0.0,0.04,0.3854600973975602,0.01,0.01
1669908963,2022-12-01 07:36:03,8.44,1.25,10.42,0.0,0.04,8.44,1.38,10.42,0.0,0.04,0.395644554814178,0.02,0.02
1669909023,2022-12-01 07:37:02,8.44,1.88,10.43,0.0,0.05,8.44,1.63,10.42,0.0,0.05,0.4053176856694032,0.02,0.02
1669909083,2022-12-01 07:38:03,8.44,1.88,10.42,0.0,0.05,8.44,1.88,10.43,0.0,0.05,0.4151381273039774,0.02,0.02
1669909143,2022-12-01 07:39:02,8.44,1.88,10.42,0.0,0.05,8.44,2.25,10.43,0.0,0.05,0.42446466718594567,0.03,0.03
1669909203,2022-12-01 07:40:03,8.44,2.5,10.44,0.01,0.06,8.44,2.5,10.43,0.01,0.06,0.4339325125742252,0.03,0.03
1669909263,2022-12-01 07:41:02,8.44,3.13,10.44,0.01,0.06,8.44,2.75,10.44,0.01,0.06,0.44292361966657273,0.04,0.03
1669909322,2022-12-01 07:42:02,8.44,3.13,10.44,0.01,0.06,8.44,2.88,10.44,0.01,0.06,0.4519022332439878,0.04,0.04
1669909383,2022-12-01 07:43:02,8.44,3.13,10.44,0.01,0.07,8.44,2.88,10.44,0.01,0.06,0.4607174298507062,0.04,0.04
1669909442,2022-12-01 07:44:02,8.44,2.5,10.44,0.01,0.06,8.44,2.75,10.44,0.01,0.06,0.46937207226332583,0.04,0.04
1669909503,2022-12-01 07:45:02,8.44,2.5,10.44,0.01,0.06,8.44,2.63,10.44,0.01,0.06,0.47786901108135016,0.04,0.04
1669909563,2022-12-01 07:46:03,8.44,2.5,10.44,0.01,0.06,8.45,2.38,10.43,0.01,0.06,0.4863488170411478,0.04,0.03
1669909623,2022-12-01 07:47:02,8.44,2.5,10.43,0.01,0.06,8.46,2.25,10.43,0.01,0.06,0.49440108811458355,0.03,0.03
1669909682,2022-12-01 07:48:02,8.5,1.88,10.42,0.0,0.05,8.48,2.13,10.43,0.0,0.05,0.5024418277984837,0.03,0.03
1669909743,2022-12-01 07:49:02,8.5,1.88,10.42,0.0,0.05,8.49,2.0,10.42,0.0,0.05,0.5103360435334674,0.03,0.03
1669909802,2022-12-01 07:50:02,8.5,1.88,10.42,0.0,0.04,8.5,1.75,10.42,0.0,0.04,0.518086464726056,0.03,0.03
1669909863,2022-12-01 07:51:02,8.5,1.88,10.42,0.0,0.04,8.5,1.63,10.41,0.0,0.04,0.5256957810682036,0.03,0.02
1669909922,2022-12-01 07:52:02,8.5,1.25,10.41,0.0,0.04,8.51,1.5,10.41,0.0,0.04,0.5331666461167173,0.02,0.02
1669909983,2022-12-01 07:53:02,8.5,1.25,10.4,0.0,0.04,8.52,1.38,10.41,0.0,0.04,0.5405016756363807,0.02,0.02
1669910043,2022-12-01 07:54:03,8.56,1.25,10.4,0.0,0.04,8.54,1.25,10.4,0.0,0.04,0.547822360762847,0.02,0.02
1669910103,2022-12-01 07:55:02,8.56,1.25,10.4,0.0,0.03,8.55,1.25,10.4,0.0,0.03,0.5547744950960221,0.02,0.02
1669910163,2022-12-01 07:56:03,8.56,1.25,10.4,0.0,0.03,8.56,1.25,10.4,0.0,0.03,0.5618319584669695,0.02,0.02
1669910223,2022-12-01 07:57:02,8.56,1.25,10.4,0.0,0.03,8.55,1.25,10.4,0.0,0.03,0.568534368733567,0.02,0.02
1669910283,2022-12-01 07:58:03,8.56,1.25,10.4,0.0,0.03,8.54,1.13,10.4,0.0,0.03,0.5753385948378671,0.02,0.02
1669910343,2022-12-01 07:59:02,8.5,1.25,10.4,0.0,0.03,8.52,1.13,10.4,0.0,0.03,0.5818007696563511,0.02,0.02
1669910403,2022-12-01 08:00:03,8.5,0.63,10.39,0.0,0.03,8.51,1.13,10.39,0.0,0.03,0.5883613891119903,0.02,0.02
1669910463,2022-12-01 08:01:02,8.5,1.25,10.39,0.0,0.03,8.5,1.13,10.39,0.0,0.03,0.5945924865111114,0.02,0.02
1669910522,2022-12-01 08:02:02,8.5,1.25,10.39,0.0,0.03,8.5,1.13,10.39,0.0,0.03,0.6008160302397414,0.02,0.02
1669910583,2022-12-01 08:03:02,8.5,1.25,10.39,0.0,0.03,8.49,1.25,10.39,0.0,0.03,0.6069276483926164,0.02,0.02
1669910642,2022-12-01 08:04:02,8.5,1.25,10.39,0.0,0.03,8.48,1.25,10.39,0.0,0.03,0.6129295021532333,0.02,0.02
1669910703,2022-12-01 08:05:02,8.44,1.25,10.4,0.0,0.04,8.46,1.38,10.4,0.0,0.04,0.6188237115076773,0.03,0.02
1669910762,2022-12-01 08:06:02,8.44,1.25,10.4,0.0,0.04,8.45,1.63,10.4,0.0,0.04,0.6246123556284998,0.03,0.03
1669910823,2022-12-01 08:07:02,8.44,1.88,10.4,0.0,0.05,8.44,1.88,10.4,0.0,0.05,0.6302974733586864,0.04,0.03
1669910883,2022-12-01 08:08:03,8.44,2.5,10.41,0.01,0.06,8.44,2.13,10.41,0.01,0.05,0.6359732740222929,0.04,0.04
1669910943,2022-12-01 08:09:02,8.44,2.5,10.41,0.01,0.06,8.45,2.38,10.41,0.01,0.06,0.6413650860210965,0.05,0.04
1669911003,2022-12-01 08:10:03,8.44,2.5,10.41,0.01,0.06,8.46,2.5,10.41,0.01,0.06,0.6468404207991922,0.05,0.05
1669911063,2022-12-01 08:11:02,8.5,2.5,10.41,0.01,0.06,8.48,2.5,10.41,0.01,0.06,0.6520420754617404,0.05,0.05
1669911123,2022-12-01 08:12:03,8.5,2.5,10.4,0.01,0.06,8.49,2.63,10.41,0.01,0.06,0.6573245919891011,0.05,0.05
1669911182,2022-12-01 08:13:02,8.5,2.5,10.41,0.01,0.06,8.49,2.88,10.41,0.01,0.07,0.6623433451629519,0.06,0.05
1669911243,2022-12-01 08:14:02,8.5,3.13,10.42,0.01,0.07,8.48,3.25,10.42,0.01,0.07,0.6673575833897827,0.07,0.06
1669911302,2022-12-01 08:15:02,8.44,3.75,10.42,0.01,0.08,8.46,3.63,10.43,0.01,0.08,0.6722832164959327,0.08,0.07
1669911363,2022-12-01 08:16:03,8.44,4.38,10.45,0.01,0.09,8.45,4.25,10.52,0.01,0.09,0.6772018631004426,0.09,0.08
1669911423,2022-12-01 08:17:02,8.44,4.38,10.44,0.01,0.09,8.44,4.5,10.55,0.01,0.09,0.6818754340574692,0.1,0.09
1669911483,2022-12-01 08:18:03,8.44,5.63,10.85,0.01,0.11,8.44,4.75,10.57,0.01,0.1,0.6866224478750661,0.1,0.09
1669911543,2022-12-01 08:19:02,8.44,4.38,10.59,0.01,0.1,8.44,4.63,10.57,0.01,0.1,0.6911331894974352,0.1,0.09
1669911603,2022-12-01 08:20:03,8.44,5.0,10.52,0.01,0.1,8.44,4.63,10.57,0.01,0.1,0.6957150737811437,0.1,0.09
1669911663,2022-12-01 08:21:02,8.44,3.75,10.44,0.01,0.09,8.44,4.25,10.49,0.01,0.09,0.7000691417457192,0.09,0.08
1669911722,2022-12-01 08:22:02,8.44,4.38,10.46,0.01,0.1,8.44,4.13,10.45,0.01,0.09,0.7044202598134999,0.09,0.08
1669911783,2022-12-01 08:23:02,8.44,3.75,10.43,0.01,0.08,8.45,3.88,10.43,0.01,0.09,0.7086954401249194,0.09,0.08
1669911842,2022-12-01 08:24:02,8.44,3.75,10.42,0.01,0.08,8.45,3.75,10.43,0.01,0.08,0.7128961271298448,0.08,0.07
1669911903,2022-12-01 08:25:02,8.5,3.75,10.42,0.01,0.08,8.46,3.63,10.42,0.01,0.08,0.7170237327788581,0.08,0.07
1669911963,2022-12-01 08:26:02,8.44,3.13,10.41,0.01,0.07,8.48,3.63,10.42,0.01,0.08,0.7210796400605021,0.08,0.07
1669912022,2022-12-01 08:27:02,8.5,3.75,10.41,0.01,0.08,8.48,3.5,10.41,0.01,0.08,0.7250652036260309,0.08,0.07
1669912083,2022-12-01 08:28:02,8.5,3.75,10.42,0.01,0.08,8.48,3.63,10.42,0.01,0.08,0.7289817503282293,0.08,0.07
1669912142,2022-12-01 08:29:02,8.44,3.13,10.4,0.01,0.07,8.49,3.88,10.42,0.01,0.08,0.7328305798296183,0.09,0.08
1669912203,2022-12-01 08:30:02,8.5,4.38,10.44,0.01,0.09,8.49,4.5,10.61,0.01,0.09,0.7366129651617231,0.1,0.09
1669912263,2022-12-01 08:31:02,8.5,4.38,10.44,0.01,0.09,8.49,5.0,10.63,0.01,0.1,0.7403301532769285,0.12,0.1
1669912322,2022-12-01 08:32:02,8.5,6.88,11.35,0.01,0.14,8.5,5.63,10.7,0.01,0.11,0.7439833656251366,0.13,0.12
1669912383,2022-12-01 08:33:02,8.5,6.25,10.54,0.01,0.12,8.5,5.88,10.83,0.01,0.12,0.7475738010383832,0.14,0.12
1669912442,2022-12-01 08:34:02,8.5,6.25,10.71,0.01,0.12,8.5,6.38,11.16,0.01,0.13,0.7511026266995542,0.15,0.13
1669912503,2022-12-01 08:35:02,8.5,5.63,11.1,0.01,0.13,8.51,6.5,11.11,0.01,0.14,0.7545709931006617,0.15,0.14
1669912562,2022-12-01 08:36:02,8.5,6.88,12.11,0.01,0.16,8.52,7.0,11.49,0.01,0.15,0.757980024874187,0.17,0.15
1669912623,2022-12-01 08:37:02,8.56,7.5,11.1,0.01,0.16,8.54,7.25,11.83,0.01,0.16,0.7613308237471046,0.17,0.15
1669912682,2022-12-01 08:38:02,8.56,8.75,12.44,0.02,0.19,8.55,7.88,12.2,0.01,0.17,0.7646244689938431,0.19,0.17
